Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ctr,cpc,cpm,conversion_rate,roas
A2344,Data Analytcis Course,90.0,5781.0,200.71,28.0,5.0,0.046,,,HYDERABAD,mobile,data analitics online,0.015568240788790867,2.2301111111111114,34.71890676353572,0.05555555555555555,
A2345,Data Analytcis Course,172.0,3001.0,210.62,14.0,4.0,0.023,1192.0,,HYDERABAD,tablet,data analitics online,0.05731422859046984,1.2245348837209302,70.1832722425858,0.023255813953488372,5.65948153071883
A2346,Data Analytcis Course,92.0,5728.0,224.5,14.0,9.0,0.098,1876.0,,HYDERABAD,tablet,online data analytic,0.01606145251396648,2.4402173913043477,39.19343575418995,0.09782608695652174,8.356347438752785
A2347,Data Analytcis Course,162.0,5103.0,188.15,13.0,9.0,0.056,1264.0,2024-11-28,HYDERABAD,mobile,analytics for data,0.031746031746031744,1.1614197530864199,36.87046835194983,0.05555555555555555,6.718044113739038
A2348,Data Analytcis Course,193.0,3131.0,198.1,22.0,5.0,0.035,1870.0,,HYDERABAD,tablet,data analytics course,0.06164164803577132,1.0264248704663212,63.270520600447135,0.025906735751295335,9.439676930843008
A2349,Data Analytcis Course,,3547.0,238.34,13.0,5.0,,1130.0,,HYDERABAD,desktop,data analitics online,,,67.19481251762052,,4.741126122346228
A2350,Data Analytcis Course,185.0,4070.0,200.95,21.0,5.0,0.027,1503.0,2024-11-07,HYDERABAD,mobile,online data analytic,0.045454545454545456,1.0862162162162161,49.37346437346437,0.02702702702702703,7.479472505598408
A2351,Data Analytcis Course,117.0,3350.0,243.68,23.0,5.0,0.056,1204.0,,HYDERABAD,desktop,analytics for data,0.03492537313432836,2.0827350427350426,72.7402985074627,0.042735042735042736,4.940906106369009
A2352,Data Analytcis Course,123.0,4976.0,244.49,14.0,4.0,0.033,1579.0,,HYDERABAD,desktop,analytics for data,0.024718649517684887,1.9877235772357724,49.133842443729904,0.032520325203252036,6.458341854472575
A2353,Data Analytcis Course,181.0,5612.0,203.66,17.0,3.0,0.017,,,HYDERABAD,tablet,data anaytics training,0.03225231646471846,1.125193370165746,36.29009265858873,0.016574585635359115,
A2354,Data Analytcis Course,118.0,4390.0,214.04,24.0,8.0,0.068,1071.0,,HYDERABAD,tablet,analytics for data,0.026879271070615034,1.8138983050847457,48.75626423690205,0.06779661016949153,5.0037376191366105
A2355,Data Analytcis Course,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,,HYDERABAD,mobile,learn data analytics,0.022174148188209845,2.794146341463415,61.957815035154134,0.10975609756097561,5.438198324022347
A2356,Data Analytcis Course,175.0,4295.0,195.17,18.0,6.0,,1939.0,,HYDERABAD,tablet,data analitics online,0.04074505238649592,1.1152571428571427,45.441210710128054,0.03428571428571429,9.934928523851003
A2357,Data Analytcis Course,130.0,3332.0,202.06,14.0,5.0,0.038,1184.0,2024-11-14,HYDERABAD,desktop,online data analytic,0.039015606242496996,1.5543076923076924,60.642256902761105,0.038461538461538464,5.859645649806988
A2358,Data Analytcis Course,92.0,4082.0,186.29,25.0,5.0,0.054,1046.0,2024-11-24,HYDERABAD,tablet,online data analytic,0.02253797158255757,2.024891304347826,45.63694267515923,0.05434782608695652,5.614901497664931
A2359,Data Analytcis Course,159.0,4464.0,204.86,27.0,3.0,,1963.0,,HYDERABAD,tablet,analytics for data,0.035618279569892476,1.288427672955975,45.8915770609319,0.018867924528301886,9.582153665918188
A2360,Data Analytcis Course,193.0,5263.0,240.5,18.0,6.0,0.054,1670.0,2024-11-21,HYDERABAD,tablet,online data analytic,0.03667110013300399,1.2461139896373057,45.69637089112673,0.031088082901554404,6.943866943866944
A2361,Data Analytcis Course,98.0,4371.0,246.23,25.0,7.0,0.071,1114.0,,HYDERABAD,tablet,analytics for data,0.022420498741706704,2.5125510204081634,56.33264699153512,0.07142857142857142,4.524225317792308
A2362,Data Analytcis Course,176.0,3657.0,209.44,19.0,3.0,0.017,1171.0,,HYDERABAD,desktop,online data analytic,0.04812687995624829,1.19,57.270987147935465,0.017045454545454544,5.591100076394194
A2363,Data Analytcis Course,182.0,5833.0,243.72,20.0,5.0,0.027,1206.0,,HYDERABAD,desktop,data analytics course,0.03120178295902623,1.339120879120879,41.78295902623007,0.027472527472527472,4.948301329394387
A2364,Data Analytcis Course,85.0,3077.0,200.16,11.0,10.0,0.118,1876.0,2024-11-23,HYDERABAD,mobile,analytics for data,0.027624309392265192,2.3548235294117648,65.05037374065648,0.11764705882352941,9.37250199840128
A2365,Data Analytcis Course,98.0,3646.0,239.05,14.0,6.0,0.034,1586.0,,HYDERABAD,desktop,data analytics course,0.026878771256171146,2.4392857142857145,65.56500274273176,0.061224489795918366,6.6345952729554485
A2366,Data Analytcis Course,160.0,3139.0,230.55,28.0,5.0,0.031,1449.0,,HYDERABAD,desktop,analytics for data,0.05097164702134438,1.4409375,73.44695762981841,0.03125,6.284970722186077
A2367,Data Analytcis Course,179.0,4005.0,232.47,16.0,10.0,0.056,1553.0,,HYDERABAD,desktop,analytics for data,0.04469413233458177,1.2987150837988828,58.04494382022472,0.055865921787709494,6.680431883683916
A2368,Data Analytcis Course,,4315.0,196.3,24.0,5.0,,1364.0,2024-11-26,HYDERABAD,mobile,data analytics course,,,45.492468134414835,,6.948548140601121
A2369,Data Analytcis Course,195.0,3876.0,187.59,28.0,3.0,,1828.0,,HYDERABAD,mobile,data analytics course,0.05030959752321981,0.962,48.397832817337466,0.015384615384615385,9.744655898502053
A2370,Data Analytcis Course,197.0,3174.0,,22.0,7.0,0.036,1527.0,2024-11-14,HYDERABAD,tablet,data analitics online,0.06206679269061122,,,0.03553299492385787,
A2371,Data Analytcis Course,92.0,5550.0,226.38,28.0,8.0,0.087,1322.0,,HYDERABAD,tablet,learn data analytics,0.016576576576576577,2.4606521739130436,40.78918918918919,0.08695652173913043,5.839738492799717
A2372,Data Analytcis Course,90.0,3526.0,211.39,10.0,3.0,0.037,1395.0,2024-11-20,HYDERABAD,desktop,online data analytic,0.025524673851389675,2.3487777777777774,59.9517867271696,0.03333333333333333,6.599176876862671
A2373,Data Analytcis Course,149.0,3192.0,,,4.0,0.038,1708.0,2024-11-14,HYDERABAD,tablet,online data analytic,0.046679197994987466,,,0.026845637583892617,
A2374,Data Analytcis Course,82.0,4132.0,247.13,11.0,6.0,0.073,1091.0,,HYDERABAD,tablet,data anaytics training,0.01984511132623427,3.013780487804878,59.80880929332043,0.07317073170731707,4.414680532513252
A2375,Data Analytcis Course,151.0,5826.0,226.53,16.0,8.0,0.053,1511.0,,HYDERABAD,desktop,learn data analytics,0.025918297288019223,1.5001986754966887,38.88259526261586,0.052980132450331126,6.670198207742904
A2376,Data Analytcis Course,162.0,5997.0,240.29,20.0,5.0,0.035,1144.0,,HYDERABAD,mobile,data analitics online,0.027013506753376687,1.4832716049382715,40.06836751709188,0.030864197530864196,4.7609138957093515
A2377,Data Analytcis Course,197.0,4541.0,243.81,19.0,9.0,0.057,1701.0,,HYDERABAD,desktop,data anaytics training,0.043382514864567276,1.2376142131979695,53.690817000660644,0.04568527918781726,6.976744186046512
A2378,Data Analytcis Course,133.0,4642.0,184.52,22.0,4.0,0.032,1074.0,,HYDERABAD,desktop,online data analytic,0.02865144334338647,1.3873684210526316,39.75010771219302,0.03007518796992481,5.82050726208541
A2379,Data Analytcis Course,194.0,5509.0,235.45,18.0,5.0,,1025.0,2024-11-12,HYDERABAD,tablet,online data analytic,0.03521510255944817,1.213659793814433,42.73915411145398,0.02577319587628866,4.3533658950945
A2380,Data Analytcis Course,169.0,3647.0,194.12,12.0,6.0,0.036,1697.0,,HYDERABAD,desktop,learn data analytics,0.046339457088017545,1.148639053254438,53.22731011790513,0.03550295857988166,8.74201524830002
A2381,Data Analytcis Course,149.0,5209.0,183.91,18.0,10.0,,1799.0,,HYDERABAD,desktop,learn data analytics,0.028604338644653483,1.2342953020134229,35.30620080629679,0.06711409395973154,9.781958566690228
A2382,Data Analytcis Course,124.0,5980.0,200.65,25.0,4.0,0.032,1768.0,,HYDERABAD,desktop,learn data analytics,0.02073578595317726,1.6181451612903226,33.55351170568562,0.03225806451612903,8.811363070022427
A2383,Data Analytcis Course,170.0,5443.0,235.99,23.0,5.0,,1314.0,,HYDERABAD,mobile,analytics for data,0.031232776042623554,1.3881764705882353,43.356604813521955,0.029411764705882353,5.568032543751854
A2384,Data Analytcis Course,127.0,5326.0,226.11,18.0,10.0,0.04,1040.0,,HYDERABAD,mobile,online data analytic,0.023845287269996244,1.7803937007874018,42.453999248967335,0.07874015748031496,4.599531201627526
A2385,Data Analytcis Course,114.0,5565.0,210.04,16.0,4.0,0.035,1800.0,,HYDERABAD,desktop,data anaytics training,0.020485175202156335,1.842456140350877,37.74303683737646,0.03508771929824561,8.56979622928966
A2386,Data Analytcis Course,154.0,3312.0,203.23,16.0,5.0,0.042,1977.0,2024-11-04,HYDERABAD,desktop,data anaytics training,0.0464975845410628,1.3196753246753246,61.36171497584541,0.032467532467532464,9.727894503764208
A2387,Data Analytcis Course,,4369.0,225.53,28.0,4.0,,1241.0,,HYDERABAD,tablet,data analitics online,,,51.62050812542916,,5.502593889948122
A2388,Data Analytcis Course,126.0,3570.0,214.78,28.0,9.0,0.071,1078.0,,HYDERABAD,tablet,data anaytics training,0.03529411764705882,1.7046031746031747,60.1624649859944,0.07142857142857142,5.019089300679766
A2389,Data Analytcis Course,,3883.0,225.89,23.0,5.0,,1183.0,,HYDERABAD,mobile,online data analytic,,,58.17409219675508,,5.237062286953828
A2390,Data Analytcis Course,125.0,5736.0,197.28,30.0,5.0,0.04,1265.0,,HYDERABAD,mobile,analytics for data,0.02179218967921897,1.57824,34.39330543933054,0.04,6.41220600162206
A2391,Data Analytcis Course,197.0,5921.0,214.97,18.0,6.0,0.03,1975.0,2024-11-14,HYDERABAD,desktop,learn data analytics,0.03327140685694984,1.0912182741116752,36.30636716770816,0.030456852791878174,9.187328464436899
A2392,Data Analytcis Course,98.0,3687.0,206.7,12.0,10.0,,1640.0,,HYDERABAD,mobile,online data analytic,0.026579875237320316,2.1091836734693876,56.06183889340927,0.10204081632653061,7.934204160619255
A2393,Data Analytcis Course,164.0,5334.0,203.91,18.0,6.0,0.057,1128.0,,HYDERABAD,desktop,data analytics course,0.0307461567304087,1.2433536585365854,38.22834645669292,0.036585365853658534,5.531852287774018
A2394,Data Analytcis Course,111.0,4647.0,247.0,15.0,4.0,,1601.0,2024-11-29,HYDERABAD,desktop,learn data analytics,0.023886378308586184,2.225225225225225,53.15257155153863,0.036036036036036036,6.481781376518219
A2395,Data Analytcis Course,191.0,3485.0,212.43,10.0,7.0,,1813.0,,HYDERABAD,mobile,analytics for data,0.054806312769010046,1.1121989528795813,60.955523672883785,0.03664921465968586,8.534576095655039
A2396,Data Analytcis Course,149.0,5720.0,211.54,14.0,5.0,0.034,1612.0,,HYDERABAD,desktop,data analytics course,0.02604895104895105,1.419731543624161,36.98251748251749,0.03355704697986577,7.620308215940248
A2397,Data Analytcis Course,183.0,3540.0,222.14,15.0,3.0,0.016,1248.0,,HYDERABAD,mobile,learn data analytics,0.051694915254237285,1.213879781420765,62.751412429378526,0.01639344262295082,5.618078689114973
A2398,Data Analytcis Course,198.0,4035.0,215.94,22.0,8.0,,,,HYDERABAD,mobile,learn data analytics,0.04907063197026022,1.0906060606060606,53.51672862453532,0.04040404040404041,
A2399,Data Analytcis Course,170.0,3024.0,234.76,11.0,10.0,,1941.0,,HYDERABAD,mobile,learn data analytics,0.056216931216931214,1.3809411764705881,77.63227513227514,0.058823529411764705,8.268018401772023
A2400,Data Analytcis Course,174.0,4334.0,186.29,12.0,4.0,0.023,1457.0,2024-11-22,HYDERABAD,mobile,analytics for data,0.04014766958929396,1.070632183908046,42.98338717120443,0.022988505747126436,7.821139084223523
A2401,Data Analytcis Course,91.0,4038.0,197.15,23.0,6.0,0.066,1000.0,2024-11-29,HYDERABAD,mobile,data analitics online,0.022535908865775136,2.1664835164835163,48.82367508667657,0.06593406593406594,5.07227998985544
A2402,Data Analytcis Course,197.0,4347.0,215.2,20.0,6.0,,1204.0,,HYDERABAD,desktop,online data analytic,0.04531861053600184,1.0923857868020304,49.505406027145156,0.030456852791878174,5.594795539033457
A2403,Data Analytcis Course,,5803.0,203.03,16.0,8.0,0.034,1397.0,2024-11-30,HYDERABAD,mobile,analytics for data,,,34.98707565052559,,6.880756538442594
A2404,Data Analytcis Course,152.0,4182.0,233.45,19.0,5.0,0.033,1719.0,,HYDERABAD,mobile,data analytics course,0.03634624581539933,1.5358552631578946,55.82257293161167,0.03289473684210526,7.363461126579567
A2405,Data Analytcis Course,189.0,4809.0,225.32,27.0,10.0,0.053,1324.0,2024-11-18,HYDERABAD,mobile,analytics for data,0.039301310043668124,1.1921693121693122,46.85381576211271,0.05291005291005291,5.876087342446299
A2406,Data Analytcis Course,,5640.0,210.51,13.0,8.0,,1536.0,,HYDERABAD,desktop,data analytics course,,,37.32446808510638,,7.296565483824997
A2407,Data Analytcis Course,159.0,3401.0,222.71,18.0,3.0,0.019,1849.0,2024-11-05,HYDERABAD,desktop,data analitics online,0.046750955601293734,1.400691823899371,65.48368127021465,0.018867924528301886,8.302276503075749
A2408,Data Analytcis Course,175.0,5561.0,231.96,20.0,8.0,0.057,1174.0,2024-11-14,HYDERABAD,mobile,data analytics course,0.031469160222981477,1.3254857142857144,41.7119223161302,0.045714285714285714,5.061217451284704
A2409,Data Analytcis Course,175.0,5720.0,243.8,17.0,6.0,,,2024-11-26,HYDERABAD,desktop,data analitics online,0.030594405594405596,1.3931428571428572,42.62237762237763,0.03428571428571429,
A2410,Data Analytcis Course,82.0,4898.0,215.11,25.0,8.0,0.098,1776.0,,HYDERABAD,tablet,analytics for data,0.016741527153940384,2.6232926829268295,43.91792568395263,0.0975609756097561,8.256240992980334
A2411,Data Analytcis Course,146.0,5871.0,218.69,30.0,4.0,,,2024-11-22,HYDERABAD,desktop,learn data analytics,0.024867995230795435,1.497876712328767,37.249190938511326,0.0273972602739726,
A2412,Data Analytcis Course,85.0,5954.0,201.88,18.0,6.0,0.071,1526.0,,HYDERABAD,tablet,analytics for data,0.014276116896204233,2.375058823529412,33.906617400067184,0.07058823529411765,7.558945908460472
A2413,Data Analytcis Course,128.0,3487.0,236.19,25.0,6.0,0.047,1961.0,,HYDERABAD,tablet,data analytics course,0.03670777172354459,1.845234375,67.73444221393748,0.046875,8.302637706930861
A2414,Data Analytcis Course,153.0,3808.0,189.61,19.0,8.0,0.052,1246.0,,HYDERABAD,tablet,data analytics course,0.04017857142857143,1.2392810457516341,49.79254201680673,0.05228758169934641,6.571383365856231
A2415,Data Analytcis Course,192.0,5720.0,243.11,30.0,9.0,,1555.0,2024-11-02,HYDERABAD,mobile,online data analytic,0.033566433566433566,1.2661979166666668,42.50174825174825,0.046875,6.396281518654106
A2416,Data Analytcis Course,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,,HYDERABAD,mobile,online data analytic,0.0313492904045753,1.2802702702702702,40.13556449904681,0.05405405405405406,6.206459784673845
A2417,Data Analytcis Course,153.0,4768.0,214.39,25.0,5.0,0.041,1837.0,,HYDERABAD,tablet,data analitics online,0.03208892617449664,1.4012418300653593,44.96434563758389,0.032679738562091505,8.568496664956388
A2418,Data Analytcis Course,,5494.0,187.68,23.0,8.0,0.046,1402.0,,HYDERABAD,tablet,data analytics course,,,34.16090280305789,,7.4701619778346116
A2419,Data Analytcis Course,169.0,,180.58,30.0,7.0,0.049,1661.0,2024-11-26,HYDERABAD,mobile,data anaytics training,,1.0685207100591716,,0.04142011834319527,9.198139328829328
A2420,Data Analytcis Course,146.0,5173.0,234.26,20.0,7.0,0.048,1089.0,2024-11-28,HYDERABAD,mobile,online data analytic,0.028223468006959213,1.6045205479452054,45.28513435144016,0.04794520547945205,4.648680952787501
A2421,Data Analytcis Course,81.0,4808.0,189.19,17.0,9.0,0.111,1759.0,,HYDERABAD,desktop,online data analytic,0.01684692179700499,2.335679012345679,39.34900166389351,0.1111111111111111,9.297531582007506
A2422,Data Analytcis Course,185.0,,234.72,18.0,6.0,0.032,1508.0,,HYDERABAD,desktop,data analitics online,,1.2687567567567568,,0.032432432432432434,6.424676209952284
A2423,Data Analytcis Course,90.0,5319.0,208.19,13.0,7.0,,1719.0,2024-11-26,HYDERABAD,tablet,data anaytics training,0.01692047377326565,2.313222222222222,39.1408159428464,0.07777777777777778,8.256880733944953
A2424,Data Analytcis Course,155.0,4532.0,203.44,19.0,8.0,0.052,1709.0,,HYDERABAD,desktop,learn data analytics,0.03420123565754634,1.312516129032258,44.88967343336275,0.05161290322580645,8.40051120723555
A2425,Data Analytcis Course,125.0,3458.0,180.49,19.0,3.0,,1754.0,2024-11-09,HYDERABAD,tablet,data analitics online,0.03614806246385194,1.44392,52.194910352805095,0.024,9.717989916338855
A2426,Data Analytcis Course,151.0,5432.0,204.76,18.0,9.0,0.06,,,HYDERABAD,mobile,data anaytics training,0.02779823269513991,1.356026490066225,37.695139911634755,0.059602649006622516,
A2427,Data Analytcis Course,82.0,3052.0,211.11,12.0,3.0,0.037,1917.0,,HYDERABAD,desktop,learn data analytics,0.026867627785058978,2.5745121951219514,69.17103538663171,0.036585365853658534,9.08057410828478
A2428,Data Analytcis Course,198.0,5718.0,194.37,13.0,8.0,0.04,1118.0,2024-11-16,HYDERABAD,tablet,data anaytics training,0.03462749213011543,0.9816666666666667,33.99265477439664,0.04040404040404041,5.751916448011524
A2429,Data Analytcis Course,115.0,4762.0,241.63,20.0,8.0,0.058,1555.0,,HYDERABAD,desktop,data analytics course,0.024149517009659806,2.1011304347826085,50.741285174296515,0.06956521739130435,6.435459173115921
A2430,Data Analytcis Course,158.0,4953.0,243.07,20.0,8.0,0.051,1955.0,2024-11-04,HYDERABAD,tablet,learn data analytics,0.03189985867151222,1.5384177215189874,49.07530789420553,0.05063291139240506,8.042950590364915
A2431,Data Analytcis Course,102.0,3784.0,219.45,13.0,9.0,0.045,1967.0,,HYDERABAD,desktop,data analytics course,0.026955602536997886,2.151470588235294,57.99418604651162,0.08823529411764706,8.963317384370017
A2432,Data Analytcis Course,93.0,,192.81,22.0,7.0,0.075,1726.0,,HYDERABAD,desktop,learn data analytics,,2.073225806451613,,0.07526881720430108,8.951817851771173
A2433,Data Analytcis Course,198.0,5860.0,185.25,24.0,9.0,0.041,1950.0,2024-11-01,HYDERABAD,tablet,data anaytics training,0.03378839590443686,0.9356060606060606,31.612627986348127,0.045454545454545456,10.526315789473685
A2434,Data Analytcis Course,174.0,4169.0,189.36,23.0,8.0,0.046,1110.0,,HYDERABAD,tablet,data analytics course,0.04173662748860638,1.0882758620689656,45.420964260014394,0.04597701149425287,5.861850443599493
A2435,Data Analytcis Course,193.0,5831.0,,24.0,5.0,,1265.0,2024-11-14,HYDERABAD,mobile,online data analytic,0.03309895386726119,,,0.025906735751295335,
A2436,Data Analytcis Course,117.0,5269.0,196.1,26.0,,,1096.0,,HYDERABAD,desktop,online data analytic,0.022205352059214273,1.676068376068376,37.21768836591383,,5.588985211626722
A2437,Data Analytcis Course,147.0,5793.0,240.32,25.0,5.0,0.049,1645.0,,HYDERABAD,tablet,data analytics course,0.025375453133091662,1.634829931972789,41.48455031935094,0.034013605442176874,6.845039946737684
A2438,Data Analytcis Course,179.0,3338.0,218.33,30.0,7.0,0.039,,,HYDERABAD,desktop,data analitics online,0.053624925104853206,1.2197206703910615,65.40742959856202,0.03910614525139665,
A2439,Data Analytcis Course,194.0,4297.0,237.87,22.0,3.0,,1739.0,,HYDERABAD,desktop,data analytics course,0.04514777751919944,1.2261340206185567,55.3572259716081,0.015463917525773196,7.3107159372766635
A2440,Data Analytcis Course,112.0,3961.0,214.45,13.0,7.0,,1594.0,,HYDERABAD,desktop,analytics for data,0.02827568795758647,1.9147321428571427,54.14036859378944,0.0625,7.432968057822337
A2441,Data Analytcis Course,88.0,5063.0,195.2,22.0,3.0,0.034,1460.0,,HYDERABAD,mobile,analytics for data,0.01738099940746593,2.2181818181818183,38.554216867469876,0.03409090909090909,7.479508196721312
A2442,Data Analytcis Course,172.0,5635.0,200.16,21.0,7.0,0.036,1727.0,,HYDERABAD,mobile,data analitics online,0.030523513753327416,1.1637209302325582,35.52085181898847,0.040697674418604654,8.628097521982415
A2443,Data Analytcis Course,81.0,4404.0,239.62,11.0,4.0,0.035,1814.0,2024-11-21,HYDERABAD,mobile,data analytics course,0.018392370572207085,2.958271604938272,54.409627611262486,0.04938271604938271,7.570319672815291
A2444,Data Analytcis Course,142.0,4312.0,213.54,21.0,7.0,0.049,1666.0,,HYDERABAD,desktop,learn data analytics,0.03293135435992579,1.5038028169014084,49.52226345083488,0.04929577464788732,7.80181698979114
A2445,Data Analytcis Course,111.0,3302.0,193.18,30.0,10.0,,1783.0,,HYDERABAD,mobile,analytics for data,0.03361599030890369,1.7403603603603603,58.50393700787402,0.09009009009009009,9.229733926907548
A2446,Data Analytcis Course,81.0,3575.0,192.71,27.0,4.0,0.049,1158.0,,HYDERABAD,tablet,online data analytic,0.022657342657342656,2.379135802469136,53.90489510489511,0.04938271604938271,6.009029111099579
A2447,Data Analytcis Course,112.0,5055.0,213.36,26.0,5.0,0.058,1959.0,,HYDERABAD,desktop,data anaytics training,0.022156280909990108,1.905,42.20771513353116,0.044642857142857144,9.181664791901012
A2448,Data Analytcis Course,101.0,5415.0,236.41,13.0,10.0,0.039,1832.0,,HYDERABAD,tablet,learn data analytics,0.018651892890120036,2.3406930693069308,43.65835641735919,0.09900990099009901,7.749249185736644
A2449,Data Analytcis Course,166.0,3118.0,212.46,25.0,7.0,0.042,1813.0,,HYDERABAD,tablet,online data analytic,0.05323925593329057,1.2798795180722893,68.1398332264272,0.04216867469879518,8.533370987479996
A2450,Data Analytcis Course,,5271.0,,14.0,8.0,,1629.0,,HYDERABAD,mobile,data analitics online,,,,,
A2451,Data Analytcis Course,148.0,,214.26,21.0,8.0,,1629.0,,HYDERABAD,tablet,data analitics online,,1.4477027027027027,,0.05405405405405406,7.602912349481938
A2452,Data Analytcis Course,126.0,5250.0,239.73,30.0,4.0,0.032,1070.0,,HYDERABAD,tablet,analytics for data,0.024,1.9026190476190474,45.66285714285714,0.031746031746031744,4.463354607266508
A2453,Data Analytcis Course,119.0,4405.0,233.66,25.0,3.0,0.039,1407.0,,HYDERABAD,desktop,data analytics course,0.027014755959137344,1.9635294117647057,53.04426787741203,0.025210084033613446,6.0215698022768125
A2454,Data Analytcis Course,189.0,5060.0,236.54,26.0,7.0,0.043,1877.0,2024-11-10,HYDERABAD,mobile,data anaytics training,0.03735177865612648,1.2515343915343915,46.74703557312253,0.037037037037037035,7.935232941574364
A2455,Data Analytcis Course,167.0,3296.0,246.85,29.0,8.0,0.048,1723.0,,HYDERABAD,desktop,data analitics online,0.05066747572815534,1.4781437125748502,74.89381067961165,0.04790419161676647,6.979947336439134
A2456,Data Analytcis Course,198.0,3499.0,209.74,30.0,9.0,0.04,1893.0,,HYDERABAD,desktop,data analytics course,0.056587596456130325,1.0592929292929294,59.94284081166048,0.045454545454545456,9.025460093449032
A2457,Data Analytcis Course,95.0,3449.0,184.55,10.0,10.0,0.041,1601.0,,HYDERABAD,mobile,analytics for data,0.027544215714699914,1.9426315789473685,53.50826326471441,0.10526315789473684,8.675155784340287
A2458,Data Analytcis Course,181.0,3738.0,206.61,16.0,9.0,0.05,1868.0,,HYDERABAD,mobile,online data analytic,0.04842161583734617,1.1414917127071824,55.27287319422151,0.049723756906077346,9.041188713034218
A2459,Data Analytcis Course,105.0,4236.0,180.2,12.0,7.0,0.067,,2024-11-24,HYDERABAD,mobile,learn data analytics,0.024787535410764873,1.716190476190476,42.54013220018885,0.06666666666666667,
A2460,Data Analytcis Course,178.0,5751.0,205.34,24.0,10.0,,1903.0,,HYDERABAD,desktop,data analytics course,0.03095113893235959,1.1535955056179776,35.70509476612764,0.056179775280898875,9.26755624817376
A2461,Data Analytcis Course,127.0,5050.0,184.77,28.0,9.0,0.071,1906.0,,HYDERABAD,desktop,data analitics online,0.02514851485148515,1.4548818897637796,36.58811881188119,0.07086614173228346,10.315527412458732
A2462,Data Analytcis Course,198.0,4773.0,202.54,17.0,10.0,,1082.0,2024-11-19,HYDERABAD,mobile,data analitics online,0.041483343808925204,1.0229292929292928,42.43452755080662,0.050505050505050504,5.34215463612126
A2463,Data Analytcis Course,86.0,5652.0,249.13,25.0,7.0,0.081,1981.0,,HYDERABAD,mobile,data anaytics training,0.01521585279547063,2.896860465116279,44.07820240622788,0.08139534883720931,7.951671817926384
A2464,Data Analytcis Course,,5085.0,182.42,11.0,7.0,,1109.0,,HYDERABAD,desktop,online data analytic,,,35.87413962635201,,6.079377261265212
A2465,Data Analytcis Course,191.0,5070.0,247.41,12.0,4.0,,1266.0,,HYDERABAD,mobile,analytics for data,0.03767258382642998,1.2953403141361257,48.798816568047336,0.020942408376963352,5.117012246877652
A2466,Data Analytcis Course,139.0,5879.0,197.9,24.0,4.0,0.029,1476.0,2024-11-05,HYDERABAD,mobile,data analytics course,0.023643476781765607,1.4237410071942447,33.662187446844705,0.02877697841726619,7.4583122789287515
A2467,Data Analytcis Course,197.0,3620.0,235.19,18.0,7.0,0.036,1740.0,,HYDERABAD,mobile,online data analytic,0.05441988950276243,1.1938578680203045,64.9696132596685,0.03553299492385787,7.398273736128237
A2468,Data Analytcis Course,116.0,4250.0,216.66,10.0,9.0,0.078,1877.0,,HYDERABAD,mobile,data anaytics training,0.027294117647058823,1.867758620689655,50.97882352941176,0.07758620689655173,8.663343487491924
A2469,Data Analytcis Course,192.0,4850.0,235.42,22.0,10.0,0.052,1124.0,2024-11-14,HYDERABAD,desktop,analytics for data,0.03958762886597938,1.2261458333333333,48.54020618556701,0.052083333333333336,4.774445671565712
A2470,Data Analytcis Course,118.0,3815.0,185.78,16.0,4.0,,1093.0,,HYDERABAD,desktop,data analitics online,0.0309305373525557,1.574406779661017,48.69724770642202,0.03389830508474576,5.883302831305846
A2471,Data Analytcis Course,172.0,5741.0,198.44,14.0,4.0,0.023,1755.0,,HYDERABAD,desktop,analytics for data,0.029959937293154503,1.1537209302325582,34.56540672356732,0.023255813953488372,8.843983067929853
A2472,Data Analytcis Course,174.0,4272.0,240.77,16.0,7.0,0.041,1004.0,,HYDERABAD,desktop,learn data analytics,0.04073033707865169,1.383735632183908,56.36001872659176,0.040229885057471264,4.169954728579142
A2473,Data Analytcis Course,175.0,4974.0,182.22,21.0,5.0,,1300.0,,HYDERABAD,mobile,learn data analytics,0.03518295134700442,1.0412571428571429,36.63449939686369,0.02857142857142857,7.134233344309077
A2474,Data Analytcis Course,,3215.0,191.22,30.0,7.0,,1588.0,2024-11-23,HYDERABAD,desktop,analytics for data,,,59.47744945567652,,8.30457065160548
A2475,Data Analytcis Course,,3723.0,201.32,21.0,8.0,,,,HYDERABAD,tablet,data analytics course,,,54.07467096427612,,
A2476,Data Analytcis Course,103.0,4670.0,203.4,21.0,4.0,,1562.0,,HYDERABAD,mobile,analytics for data,0.022055674518201285,1.974757281553398,43.554603854389725,0.038834951456310676,7.67944936086529
A2477,Data Analytcis Course,187.0,4474.0,182.47,10.0,,,1768.0,,HYDERABAD,tablet,online data analytic,0.041797049620026824,0.9757754010695187,40.78453285650425,,9.689263988600866
A2478,Data Analytcis Course,,3009.0,195.17,,6.0,,1083.0,2024-11-23,HYDERABAD,tablet,data analitics online,,,64.86208042539049,,5.549008556642927
A2479,Data Analytcis Course,109.0,3933.0,189.73,11.0,4.0,,1700.0,,HYDERABAD,desktop,data analitics online,0.027714213068904144,1.7406422018348624,48.24052885837782,0.03669724770642202,8.960101196437043
